CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2024-00064643,100 Block GOVERNOR ST,08/08/2024 10:22:00 AM,8,2024,Request for Assistance,Not Used,No violations,0,LGianfrancesco
2024-00064658,0 Block SHELDON ST,08/08/2024 11:22:00 AM,8,2024,Request for Assistance,Not Used,No violations,0,LGianfrancesco
2024-00063699,W EXCHANGE ST  &  W EXCHANGE EXIT,08/04/2024 07:11:15 PM,8,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez
2024-00064674,0 Block PALLAS ST,08/08/2024 12:27:00 PM,8,2024,"Fraud, Credit Card",11-49-5,FRAUD-PERSON AUTH-PROVIDE GOODS/SERVICES,1,ASubramaniam
2024-00065066,0 Block AYRAULT ST,08/09/2024 07:04:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCarlone
2024-00065148,0 Block KENNEDY,08/10/2024 01:20:16 AM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JMontilla
2024-00065148,0 Block KENNEDY,08/10/2024 01:20:16 AM,8,2024,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,JMontilla
2024-00065280,0 Block HARTFORD AVE,08/10/2024 02:27:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MPesola
2024-00065280,0 Block HARTFORD AVE,08/10/2024 02:27:00 PM,8,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MPesola
2024-00065357,0 Block PPROVIDENCE PL,08/10/2024 07:56:29 PM,8,2024,Embezzelment,11-41-20,SHOPLIFTING-MISD - EMPLOYEE,1,SSage
2024-00065399,200 Block LEXINGTON AVE,08/10/2024 10:32:00 PM,8,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,NColicci
2024-00065738,0 Block TEMPLE ST,08/11/2024 07:42:00 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DHernandez Martinez
2024-00065850,100 Block ALMY ST,08/12/2024 12:37:00 AM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JGagnon
2024-00065857,1100 Block NORTH MAIN ST,08/12/2024 01:17:00 AM,8,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,Central Station
2024-00501295,100 Block WASHINGTON ST,08/02/2024 09:03:09 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501519,100 Block WASHINGTON ST,09/04/2024 09:54:29 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501296,400 Block SMITH ST,08/03/2024 12:21:23 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501297,0 Block MORTON ST,08/03/2024 01:43:16 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501299,100 Block CEDAR ST,08/03/2024 02:55:42 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501300,0 Block TERRACE,08/03/2024 03:35:33 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501301,STATE & SMITH,08/04/2024 12:48:06 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501304,STATE & SMITH,08/04/2024 11:48:56 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501302,200 Block ATWELLS AVE,08/04/2024 05:20:32 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501332,200 Block ATWELLS AVE,08/08/2024 08:01:56 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501303,SUTTON,08/04/2024 06:05:04 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501305,SPRUCE STREET 02903,08/04/2024 05:35:56 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501308,0 Block SHELDON ST ST,08/05/2024 11:21:18 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501309,0 Block CUMERFORD,08/05/2024 12:18:34 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501310,0 Block YALE AVE,08/05/2024 04:13:48 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501311,800 Block RIVER AVE,08/05/2024 04:55:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501312,900 Block WESTMINSTER ST,08/05/2024 05:34:17 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501313,100 Block DOYLE AVE,08/05/2024 05:48:06 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501317,0 Block KING,08/05/2024 07:39:28 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501320,800 Block ATWELLS AVE,08/06/2024 10:17:22 AM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501321,700 Block BROAD ST,08/06/2024 12:54:55 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501322,400 Block BROAD ST,08/06/2024 02:43:00 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501323,0 Block PROVIDENCE PLACE RD,08/06/2024 03:39:27 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501324,0 Block DORRANCE ST,08/06/2024 05:57:22 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501554,0 Block DORRANCE ST,09/05/2024 11:19:11 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501325,0 Block MARCH ST,08/06/2024 06:55:41 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501326,200 Block ACADEMY AVE,08/07/2024 03:30:44 AM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501327,0 Block NISBET ST,08/07/2024 08:28:27 AM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501329,0 Block COURTLAND ST,08/07/2024 05:15:40 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00066871,0 Block HILLVIEW AVE,08/16/2024 07:57:00 AM,8,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00501330,0 Block DETROIT AVE,08/07/2024 05:49:50 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501333,600 Block ACADEMY AVE,08/08/2024 09:52:42 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501334,200 Block CARPENTER ST,08/08/2024 10:02:20 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501335,100 Block SANDRINGHAM AVE,08/08/2024 10:23:14 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501366,0 Block HILLVIEW AVE,08/12/2024 09:03:31 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501338,1200 Block WESTMINSTER ST,08/08/2024 05:06:14 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501339,0 Block CLEMATIS ST,08/08/2024 05:35:03 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501341,0 Block LUZON AVE,08/09/2024 05:30:41 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501342,0 Block EVERGREEN ST,08/09/2024 05:45:27 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501344,100 Block COLE AVE,08/09/2024 12:10:14 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501346,0 Block ARMSTRONG AVE,08/09/2024 01:12:05 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501347,0 Block GRAHAM ST,08/09/2024 01:18:09 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501349,0 Block ALVIN,08/09/2024 05:14:40 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501351,0 Block WALDO ST,08/10/2024 05:52:59 AM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501352,VALLEY,08/10/2024 03:46:29 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501353,400 Block WAYLAND AVE CMN,08/10/2024 06:14:13 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501354,0 Block MCAVOY ST,08/10/2024 09:09:43 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501356,100 Block LAURISTON ST,08/11/2024 02:22:27 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501357,900 Block BRANCH AVE,08/11/2024 02:23:58 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501358,0 Block NASHUA ST,08/11/2024 03:36:59 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501359,NORTH MAIN,08/11/2024 09:21:22 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501360,WEYBOSSET ST,08/12/2024 04:51:19 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501361,PROVIDENCE PLACE ST,08/12/2024 04:52:00 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501363,100 Block MITCHELL,08/10/2024 11:12:30 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501368,0 Block BABCOCK,08/13/2024 06:56:54 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501369,0 Block 9TH ST,08/13/2024 10:34:58 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501778,300 Block ATWELLS AVE,10/06/2024 12:18:56 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501372,200 Block ADMIRAL ST,08/13/2024 12:06:44 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501373,200 Block INDIA ST,08/13/2024 12:07:42 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501374,100 Block GALLUP ST,08/13/2024 03:05:37 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501376,0 Block SOMERSET ST,08/13/2024 09:05:08 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00066584,300 Block HAWKINS ST,08/14/2024 01:00:00 PM,8,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00501377,0 Block PINEHURST AVE,08/14/2024 06:31:18 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501428,0 Block PINEHURST AVE,08/18/2024 12:03:08 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501378,0 Block PINEHURST AVE,08/14/2024 10:45:17 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501384,0 Block ELMDALE AVE,08/14/2024 06:19:23 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2024-00501385,0 Block WHITMARSH ST,08/14/2024 07:49:46 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00501386,0 Block CHANNING AVE,08/14/2024 09:37:14 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00501387,0 Block PEKIN ST,08/15/2024 07:25:55 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501389,700 Block HOPE ST,08/15/2024 10:55:42 AM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501390,STONE ST,08/15/2024 12:33:04 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2024-00501391,STONE ST,08/15/2024 01:00:45 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2024-00501392,300 Block PRAIRIE AVE,08/15/2024 04:18:38 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00067046,0 Block SOMERSET ST,08/16/2024 01:35:36 AM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HEspanol
2024-00067046,0 Block SOMERSET ST,08/16/2024 01:35:36 AM,8,2024,"Assault, Aggravated",11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,1,HEspanol
2024-00066548,0 Block TURKS HEAD PL,08/14/2024 10:16:32 AM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,LAndreozzi
2024-00067362,WCKENDEN ST  &  S.MAIN ST,08/17/2024 02:33:00 AM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,6,JIkuejamofo
2024-00501396,0 Block WHELAN RD,08/16/2024 09:47:15 AM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501770,0 Block WHELAN RD,10/04/2024 09:31:22 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501397,200 Block LEXINGTON AVE,08/16/2024 08:14:31 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501400,0 Block OGDEN ST,08/17/2024 10:33:03 AM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501468,0 Block OGDEN ST,08/26/2024 12:30:00 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501473,0 Block OGDEN ST,08/27/2024 12:50:04 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501416,0 Block PROVIDENCE PLACE ST,08/18/2024 04:38:06 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501415,100 Block RHODES ST,08/18/2024 05:59:08 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501412,POE ST ST,08/18/2024 08:28:45 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501410,0 Block TYNDALL ST,08/19/2024 06:37:14 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501409,0 Block OAKDALE ST,08/19/2024 07:31:24 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501408,OAKDALE,08/19/2024 08:38:48 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501407,0 Block PEMBROKE AVE,08/19/2024 09:03:34 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501406,0 Block EATON STREET ST,08/19/2024 09:05:29 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501405,100 Block WASHINGTON ST,08/19/2024 11:18:25 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,JLopes
2024-00501404,100 Block DEAN ST,08/19/2024 11:59:22 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,JLopes
2024-00501403,0 Block HUXLEY AVE,08/19/2024 12:26:57 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLopes
2024-00501402,0 Block PINEHURST AVE,08/19/2024 02:15:54 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,JLopes
2024-00068146,600 Block ADMIRAL ST,08/19/2024 06:14:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,RFernandes
2024-00068146,600 Block ADMIRAL ST,08/19/2024 06:14:00 PM,8,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,RFernandes
2024-00068146,600 Block ADMIRAL ST,08/19/2024 06:14:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RFernandes
2024-00501417,0 Block OAKDALE ST,08/19/2024 05:54:17 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501418,0 Block TYNDALL AVE,08/19/2024 06:02:08 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501420,0 Block HUXLEY AVE,08/19/2024 09:11:02 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501423,900 Block SMITH ST,08/17/2024 06:32:54 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501424,0 Block HUBER AVE,08/17/2024 11:31:21 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501426,0 Block LONGWOOD AVE AVE,08/18/2024 09:01:59 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00068430,LIBRARY CT  &  WESTMINSTER ST,08/20/2024 04:06:00 PM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JCortorreal
2024-00501434,0 Block MEDWAY ST,08/20/2024 12:34:18 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00068649,200 Block BUCKLIN ST,08/21/2024 10:26:00 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,LFernandez
2024-00068716,DYER ST & W CLIFFORD ST,08/21/2024 02:25:00 PM,8,2024,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,MPesola
2024-00068716,DYER ST & W CLIFFORD ST,08/21/2024 02:25:00 PM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MPesola
2024-00501436,300 Block BROADWAY,08/20/2024 07:53:29 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501438,100 Block SASSAFRAS ST,08/21/2024 08:48:07 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501439,0 Block ARMSTRONG AVE,08/21/2024 02:20:47 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501440,0 Block CROYLAND RD,08/21/2024 03:47:36 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501441,0 Block GENTIAN AVE,08/21/2024 05:17:57 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501442,100 Block 159 BRIDGHAM ST A6 ST,08/21/2024 08:14:57 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501443,100 Block PLEASANT ST,08/21/2024 10:15:23 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00069281,200 Block DANFORTH ST,08/23/2024 01:31:17 PM,8,2024,"Fraud, Swindle",19-9-29,BANK FRAUD,1,JLanier
2024-00501444,0 Block RADCLIFFE AVE,08/22/2024 07:48:48 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501486,0 Block RADCLIFFE AVE,08/29/2024 06:44:36 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501445,500 Block S WATER ST,08/22/2024 10:54:50 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501446,100 Block FOUNTAIN,08/22/2024 11:35:56 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501447,100 Block BROADWAY ST,08/22/2024 02:22:26 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501449,0 Block PEMBROKE AVE,08/22/2024 08:15:35 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2024-00501452,100 Block BROAD ST,08/23/2024 07:33:25 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501453,0 Block WALLACE,08/23/2024 08:42:33 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501454,0 Block JUNE ST,08/23/2024 08:59:11 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00069970,0 Block EAGLE ST,08/25/2024 12:42:00 PM,8,2024,Larceny from Building,11-41-1,LARCENY/O $11000 - FROM BLD,1,Central Station
2024-00070009,100 Block BENEDICT ST,08/25/2024 03:34:00 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,SNoti
2024-00070009,100 Block BENEDICT ST,08/25/2024 03:34:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SNoti
2024-00070278,800 Block CAHIR ST,08/26/2024 12:36:00 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00501455,100 Block CHATHAM,08/24/2024 11:46:55 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501456,0 Block ARMINGTON AVE,08/24/2024 12:33:09 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501457,0 Block GLENDALE AVE,08/24/2024 02:17:49 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501458,0 Block HARRIET ST,08/24/2024 02:27:45 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501460,200 Block PINE ST,08/25/2024 02:14:24 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501461,100 Block OLNEY ST,08/25/2024 02:29:40 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501463,0 Block CHESTNUT ST,08/25/2024 09:24:24 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501696,0 Block ADELAIDE AVE,09/24/2024 09:15:18 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501467,0 Block KENNEDY PLZ,08/26/2024 11:19:41 AM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501470,100 Block CAMP ST,08/26/2024 10:13:57 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00070461,0 Block COMMON ST,08/27/2024 12:55:00 AM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,BAucoin
2024-00070461,0 Block COMMON ST,08/27/2024 12:55:00 AM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BAucoin
2024-00070617,600 Block PRAIRIE AVE,08/27/2024 02:43:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,RAnderson
2024-00070617,600 Block PRAIRIE AVE,08/27/2024 02:43:00 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,RAnderson
2024-00070660,0 Block OXFORD ST,08/27/2024 02:36:48 PM,8,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,RAnderson
2024-00070808,0 Block ORANGE ST,08/28/2024 07:22:00 AM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,GSlater
2024-00501362,0 Block HARTFORD AVE AVE,08/12/2024 05:06:25 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00071032,100 Block EATON ST,08/28/2024 08:23:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JPalmer
2024-00082311,0 Block PARNELL ST,10/02/2024 06:26:00 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ELane
2024-00071353,200 Block WICKENDEN ST,08/29/2024 08:58:48 PM,8,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,STeran
